customer_id,name,dob,kyc_status,email,phone,address,city,state,zip,country
C-1405,Oliver Jones,07/27/1987,BLOCKED,oliver.jones6998@icloud.com,449-420-7996,"4229 Elm St, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1406,Elijah Martin,1981-06-09,VERIFIED,elijah.martin@hotmail.com,(576) 579-2217,"2176 Elm St, Dallas, TX 75201",Dallas,TX,75201,United States
C-1407,Alexander Thomas,11/25/2004,PENDING,alexander.thomas@gmail.com,  461-580-9863  ,"3904 Sunset Dr, Boston, MA 02108",Boston,MA,02108,United States
C-1408,Lucas Wilson,1969-06-17,PENDING,lucas.wilson@hotmail.com,(668) 377-9276,"7633 Elm St, Miami, FL 33131",Miami,FL,33131,United States
C-1409,HArpER TAYloR,1962-07-22,VERIFIED,hARPEr.TAYlor@outloOK.com,(375) 200-9678,"6582 Broadway, San Antonio, TX 78205",San Antonio,TX,78205,United States
C-1410,William Johnson,1957-10-02,VERIFIED,william.johnson@hotmail.com,6514377104,"3414 Park Ln, Detroit, MI 48226",Detroit,MI,48226,United States
C-1411,Elijah Wilson,  04/27/1972 ,VERIFIED,elijah.wilson@yahoo.com,212-427-9511,"230 Washington Ave, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1412,Benjamin Anderson,09/05/1980,PENDING,benjamin.anderson5352@yahoo.com,8497654150,"699 Cedar Blvd, San Antonio, TX 78205",San Antonio,TX,78205,United States
C-1413,William Thomas,11/06/1990,PENDING,william.thomas4220@gmail.com,765-885-1470,"997 Elm St, Tampa, FL 33602",Tampa,FL,33602,United States
C-1414,Benjamin Smith,06/11/1955,BLOCKED,benjamin.smith4129@hotmail.com,9533679110,"9328 Elm St, Cleveland, OH 44114",Cleveland,OH,44114,United States
C-1415,Lucas Rodriguez,1958-07-16,VERIFIED,lucas.rodriguez@icloud.com,(415) 703-2635,"9010 Oak Rd, Minneapolis, MN 55415",Minneapolis,MN,55415,United States
C-1416,Noah Smith,1974-02-25,VERIFIED,noah.smith9086@icloud.com,5736923512,"2928 maple Ave, atLANTa, gA 30303",Atlanta,GA,30303,United States
C-1417,Mia Garcia,03/10/1976,VERIFIED,MIa.GaRciA9663@OUTlOoK.COM,873-319-7864,"8824 Elm St, Austin, TX 78701",Austin,TX,78701,United States
C-1418,Olivia Johnson,06/15/1980,VERIFIED,olivia.johnson@hotmail.com,+1 561 668 3150,"1578 Sunset Dr, Cincinnati, OH 45202",Cincinnati,OH,45202,United States
C-1419,Sophia Taylor,03/19/1975,VERIFIED,sophia.taylor@icloud.com,5086891993,"9758 Cedar Blvd, Philadelphia, PA 19106",Philadelphia,PA,19106,United States
C-1420,Elijah Brown,  1970-03-18 ,VERIFIED,elijah.brown2671@gmail.com,(913) 458-5061,"2012 Sunset Dr, Tampa, FL 33602",Tampa,FL,33602,United States
C-1421,Harper Jones,1971-05-19,VERIFIED,harper.jones@outlook.com,932-431-8678,"7330 Cedar Blvd, Seattle, WA 98104",Seattle,WA,98104,United States
C-1422,Liam Moore,10/11/1964,PENDING,liam.moore@icloud.com,+1 478 208 4835,"6398 Sunset Dr, Denver, CO 80202",Denver,CO,80202,United States
C-1423,Liam Wilson,2002-08-18,PENDING,liam.wilson@outlook.com,+1 286 645 5056,"2350 Oak Rd, Cleveland, OH 44114",Cleveland,OH,44114,United States
C-1424,Isabella Wilson,05/13/1989,PENDING,isabella.wilson@icloud.com,(705) 812-1346,"5444 Maple Ave, Boston, MA 02108",Boston,MA,02108,United States
C-1425,Mia Rodriguez,1966-06-16,PENDING,mia.rodriguez@icloud.com, (664) 273-8767  ,"1573 Park Ln, Charlotte, NC 28202",Charlotte,NC,28202,United States
C-1426,Mia Hernandez,08/29/2003,BLOCKED,mia.hernandez6470@outlook.com,454-455-9750,"8701 Pine St, Portland, OR 97204",Portland,OR,97204,United States
C-1427,Benjamin Davis,1992-06-15,VERIFIED,benjamin.davis@gmail.com,+1 463 250 6059,"5026 Sunset Dr, San Diego, CA 92101",San Diego,CA,92101,United States
C-1428,Amelia Johnson,01/11/1969,PENDING,amelia.johnson@hotmail.com,+1 798 998 5463,"2631 Cedar Blvd, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1429,Oliver Miller,2008-09-13,VERIFIED,oliver.miller7631@yahoo.com,630-870-5594,"3403 Elm St, Philadelphia, PA 19106",Philadelphia,PA,19106,United States
C-1430,Lucas Gonzalez,01/27/1971,VERIFIED,lucas.gonzalez@hotmail.com,381-827-8524,"3680 Washington Ave, Dallas, TX 75201",Dallas,TX,75201,United States
C-1431,Alexander Anderson,04/06/1989,VERIFIED,alexander.anderson@yahoo.com,(481) 927-9883,"9696 Maple Ave, Atlanta, GA 30303",Atlanta,GA,30303,United States
C-1432,Oliver Gonzalez,03/06/1991,PENDING,oliver.gonzalez@icloud.com,+1 486 886 1129,"4256 Maple Ave, Nashville, TN 37203",Nashville,TN,37203,United States
C-1433,Ava Thomas,2006-01-28,VERIFIED,ava.thomas@outlook.com,  (587) 529-5900 ,"  798 Main St, Nashville, TN 37203  ",Nashville,TN,37203,United States
C-1434,Alexander Gonzalez,1997-01-04,VERIFIED,alexander.gonzalez@yahoo.com,5135011384,"1633 Washington Ave, Cincinnati, OH 45202",Cincinnati,OH,45202,United States
C-1435,Oliver Taylor,1982-05-09,VERIFIED,oliver.taylor@hotmail.com,+1 665 231 2602,"2871 2nd Ave, New York, NY 10036",New York,NY,10036,United States
C-1436,Mia Davis,2004-03-08,PENDING,mia.davis@gmail.com,927-646-9438,"6261 Elm St, Atlanta, GA 30303",Atlanta,GA,30303,United States
C-1437,Alexander Lopez,06/18/1961,PENDING,alexander.lopez5425@hotmail.com,(299) 552-4296,"2746 Elm St, Cleveland, OH 44114",Cleveland,OH,44114,United States
C-1438,  Benjamin Hernandez ,1956-04-10,VERIFIED,benjamin.hernandez@outlook.com,541-396-3904,"2171 2nd Ave, Denver, CO 80202",Denver,CO,80202,United States
C-1439,Isabella Thomas,06/09/1972,  VERIFIED  ,isabella.thomas@gmail.com,+1 448 768 7620,"4825 Sunset Dr, Miami, FL 33131",Miami,FL,33131,United States
C-1440,Ava Martinez,1995-11-13,VERIFIED,ava.martinez2635@gmail.com,5102411886,"2112 Washington Ave, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1441,Henry Williams,08/29/1999,VERIFIED,henry.williams@icloud.com,249-417-6855,"604 2nd Ave, New York, NY 10036",New York,NY,10036,United States
C-1442,Isabella Martin,06/20/2000,VERIFIED,isabella.martin@hotmail.com,967-219-3728,"4045 Cedar Blvd, Houston, TX 77002",Houston,TX,77002,United States
C-1443,Harper Davis,08/03/1987,VERIFIED,harper.davis@outlook.com,720-811-2892,"290 Cedar Blvd, Portland, OR 97204",Portland,OR,97204,United States
C-1444,Elijah Wilson,04/08/1966,VERIFIED,elijah.wilson@outlook.com,906-599-6463,"5161 Maple Ave, Portland, OR 97204",Portland,OR,97204,United States
C-1445,Olivia Gonzalez,03/25/1996,PENDING,olIviA.gonZalez@OuTlOoK.COm,273-658-7173,"5765 Washington Ave, San Francisco, CA 94103",San Francisco,CA,94103,United States
C-1446,Oliver Johnson,02/23/2002,PENDING,oliver.johnson@hotmail.com,462-202-1955,"7657 Elm St, Cincinnati, OH 45202",Cincinnati,OH,45202,United States
C-1447,Isabella Anderson,06/01/1989,VERIFIED,isabella.anderson@yahoo.com,(467) 491-7640,"9862 Pine St, Austin, TX 78701",Austin,TX,78701,United States
C-1448,Mia Davis,11/11/1982,VERIFIED,mia.davis9457@outlook.com,(812) 832-2654,"8096 Oak Rd, Detroit, MI 48226",Detroit,MI,48226,United States
C-1449,Sophia Williams,1978-03-17,VERIFIED,soPhiA.WIllIaMS7080@HotmAiL.cOM,5566828358,"3754 Elm St, Orlando, FL 32801",Orlando,FL,32801,United States
C-1450,Olivia Smith,1974-08-13,  VERIFIED  ,olivia.smith@gmail.com,+1 762 780 1314,"3167 Cedar Blvd, Atlanta, GA 30303",Atlanta,GA,30303,United States
C-1451,Sophia Rodriguez,1981-10-19,VERIFIED,sophia.rodriguez9335@hotmail.com,+1 636 826 4107,"1272 Washington Ave, Houston, TX 77002",Houston,TX,77002,United States
C-1452,Sophia Brown,06/09/1988,VERIFIED,sophia.brown3566@icloud.com,8655769706,"6564 bRoAdWAy, ATlANta, GA 30303",Atlanta,GA,30303,United States
C-1453,Elijah Lopez,06/19/2004,VERIFIED,elijah.lopez5466@yahoo.com,9579213555,"1700 Main St, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1454,Liam Davis,2000-07-16,VERIFIED,liam.davis3346@gmail.com,(760) 583-7451,"5369 Park Ln, Denver, CO 80202",Denver,CO,80202,United States
C-1455,Sophia Gonzalez,12/24/1992, PENDING  ,sopHIa.GoNZaLez@OutLoOK.CoM,9435449383,"6909 Park Ln, Seattle, WA 98104",Seattle,WA,98104,United States
C-1456,Alexander Wilson,1987-11-15,VERIFIED,alexander.wilson@gmail.com,6367519516,"9369 Main St, Los Angeles, CA 90012",Los Angeles,CA,90012,United States
C-1457,Mia Hernandez,1966-05-21,VERIFIED,mia.hernandez@icloud.com,217-872-1766,"2542 Pine St, San Antonio, TX 78205",San Antonio,TX,78205,United States
C-1458,William Jackson,04/10/1986,VERIFIED,william.jackson@gmail.com,+1 556 215 6081,"3154 Broadway, San Francisco, CA 94103",San Francisco,CA,94103,United States
C-1459,Isabella Jones,11/05/1959,VERIFIED,isabella.jones@gmail.com,883-310-5811,"2583 Sunset Dr, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1460,Charlotte Johnson,2002-12-03,VERIFIED,charlotte.johnson@gmail.com,4225509026,"1932 Oak Rd, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1461,Elijah Moore,12/25/1962,VERIFIED,elijah.moore4271@yahoo.com,7249616299,"8710 Oak Rd, Los Angeles, CA 90012",Los Angeles,CA,90012,United States
C-1462,Oliver Davis,1990-03-31,VERIFIED,oliver.davis@icloud.com,(582) 807-7032,"4955 Broadway, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1463,Elijah Johnson,02/24/1993,BLOCKED,elijah.johnson@yahoo.com,(847) 418-2799,"9051 Broadway, Boston, MA 02108",Boston,MA,02108,United States
C-1464,Harper Garcia,06/25/1968,PENDING,harper.garcia@yahoo.com,7474983107,"7672 Pine St, Denver, CO 80202",Denver,CO,80202,United States
C-1465,Harper Thomas,1959-09-09,PENDING,harper.thomas@outlook.com,7145093651,"7440 Maple Ave, Dallas, TX 75201",Dallas,TX,75201,United States
C-1466,Harper Rodriguez,03/31/1966,VERIFIED,harper.rodriguez4477@yahoo.com,(236) 218-2823,"1442 Cedar Blvd, Nashville, TN 37203",Nashville,TN,37203,United States
C-1467,William Davis,2007-08-11,VERIFIED,william.davis7609@hotmail.com,(525) 783-1933,"8995 2nd Ave, St. Petersburg, FL 33701",St. Petersburg,FL,33701,United States
C-1468,Isabella Lopez,05/31/2000,VERIFIED,isabella.lopez1216@yahoo.com,(254) 343-9603,"970 BROADwAy, MInNEapoLis, mN 55415",Minneapolis,MN,55415,United States
C-1469,Ava Garcia,1996-01-26,VERIFIED,ava.garcia@gmail.com,491-308-2002,"8238 Washington Ave, Los Angeles, CA 90012",Los Angeles,CA,90012,United States
C-1470,  Henry Davis  ,  2007-05-09  ,VERIFIED,HENRY.dAVIS@outlOoK.CoM,8428348629,"9672 Oak Rd, Phoenix, AZ 85004",Phoenix,AZ,85004,United States
C-1471,Ava Jackson,1985-07-29,VERIFIED,ava.jackson@yahoo.com,+1 571 737 7541,"2167 Sunset Dr, Columbus, OH 43215",Columbus,OH,43215,United States
C-1472,Sophia Thomas,1996-09-12,VERIFIED,SoPhIA.thomAs@hOTmAIL.COM,4978203593,"666 Broadway, Dallas, TX 75201",Dallas,TX,75201,United States
C-1473,Henry Rodriguez,  1955-02-09  ,PENDING,henry.rodriguez@gmail.com,6104068440,"1691 Main St, Nashville, TN 37203",Nashville,TN,37203,United States
C-1474,Amelia Jones,1969-11-19, VERIFIED ,amelia.jones@gmail.com,3972982183,"3977 Maple Ave, San Antonio, TX 78205",San Antonio,TX,78205,United States
C-1475, Charlotte Miller  ,09/16/1987,VERIFIED,charlotte.miller@yahoo.com,+1 886 995 7914,"4451 Oak Rd, Detroit, MI 48226",Detroit,MI,48226,United States
C-1476,Sophia Smith,09/21/1955,VERIFIED,sophia.smith942@yahoo.com,6294967138,"6641 Sunset Dr, Nashville, TN 37203",Nashville,TN,37203,United States
C-1477,Benjamin Smith,1986-02-11,VERIFIED,benjamin.smith@icloud.com,(574) 502-2248,"9945 Oak Rd, Charlotte, NC 28202",Charlotte,NC,28202,United States
C-1478,Lucas Hernandez,1976-01-15,VERIFIED, lucas.hernandez@outlook.com  ,687-511-7120,"1258 Park Ln, Nashville, TN 37203",Nashville,TN,37203,United States
C-1479,James Johnson,1995-08-28,VERIFIED,jaMes.johNSon@GmAIl.Com,(369) 687-3651,"7050 Elm St, Houston, TX 77002",Houston,TX,77002,United States
C-1480,Liam Johnson,08/19/1977,VERIFIED,liam.johnson@yahoo.com,233-628-6310,"9987 Park Ln, San Francisco, CA 94103",San Francisco,CA,94103,United States
C-1481,William Martinez,1979-07-04,BLOCKED,william.martinez@hotmail.com,691-889-7611,"8654 Elm St, Columbus, OH 43215",Columbus,OH,43215,United States
C-1482,  ChaRlOTTE JOhnsON  ,05/02/1966,PENDING,charlotte.johnson@outlook.com,(527) 535-1244,"3145 Sunset Dr, Cleveland, OH 44114",Cleveland,OH,44114,United States
C-1483,Alexander Anderson,1970-02-17,VERIFIED,alexander.anderson7921@hotmail.com,226-281-4976,"5232 2nd Ave, Seattle, WA 98104",Seattle,WA,98104,United States
C-1484,Harper Miller,05/21/1995,VERIFIED,harper.miller@hotmail.com,363-804-1299,"8496 Cedar Blvd, Cincinnati, OH 45202",Cincinnati,OH,45202,United States
C-1485,William Garcia,03/04/1989,BLOCKED,william.garcia@outlook.com,+1 914 654 3388,"545 Broadway, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1486,Benjamin Martin,2004-03-17,VERIFIED,benjamin.martin@hotmail.com,4246601446,"4449 Pine St, Dallas, TX 75201",Dallas,TX,75201,United States
C-1487,Henry Gonzalez, 04/04/1966  ,VERIFIED,henry.gonzalez1503@gmail.com,6398315398,"4219 Pine St, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1488,Ava Jackson,1957-05-15,VERIFIED,ava.jackson9402@hotmail.com,577-234-7018,"9259 Main St, Columbus, OH 43215",Columbus,OH,43215,United States
C-1489,Evelyn Wilson,07/28/2001,VERIFIED,evelyn.wilson@hotmail.com,(809) 990-1177,"6034 Main St, New York, NY 10036",New York,NY,10036,United States
C-1490,Liam Williams,1980-08-14,VERIFIED,liam.williams@yahoo.com,2443377111,"1007 Washington Ave, Charlotte, NC 28202",Charlotte,NC,28202,United States
C-1491,Olivia Taylor,1969-02-04,VERIFIED,olivia.taylor1234@yahoo.com,528-678-1777,"3245 Cedar Blvd, Austin, TX 78701",Austin,TX,78701,United States
C-1492,Evelyn Anderson,08/21/1962,VERIFIED,evelyn.anderson@icloud.com,+1 926 583 5907,"9418 Oak Rd, Boston, MA 02108",Boston,MA,02108,United States
C-1493,Emma Williams,07/20/1959,PENDING,emma.williams3150@outlook.com,+1 856 427 8705,"6455 Washington Ave, Cincinnati, OH 45202",Cincinnati,OH,45202,United States
C-1494,Sophia Gonzalez,1965-02-23,VERIFIED,SoPhIA.GoNZALeZ4276@HOtMAIl.CoM,960-536-7669,"7043 Cedar Blvd, Los Angeles, CA 90012",Los Angeles,CA,90012,United States
C-1495,Elijah Johnson,1955-05-07,VERIFIED,elijah.johnson@yahoo.com,+1 825 809 5250,"5109 Sunset Dr, Denver, CO 80202",Denver,CO,80202,United States
C-1496,Benjamin Taylor,10/06/1962,BLOCKED,benjamin.taylor9410@icloud.com,+1 291 232 8711,"4204 Maple Ave, San Jose, CA 95113",San Jose,CA,95113,United States
C-1497,Benjamin Williams,05/15/2008, VERIFIED  ,benjamin.williams@icloud.com,(366) 592-1233,"549 Cedar Blvd, Tampa, FL 33602",Tampa,FL,33602,United States
C-1498,William Davis,1955-05-25,VERIFIED,william.davis@icloud.com,8597766808," 8622 Elm St, Atlanta, GA 30303 ",Atlanta,GA,30303,United States
C-1499,James Moore,1969-12-26,  VERIFIED ,james.moore@outlook.com,(328) 393-8455,"9419 2nd Ave, Dallas, TX 75201",Dallas,TX,75201,United States
C-1500,Amelia Anderson,03/17/1998,VERIFIED,amelia.anderson@icloud.com,(358) 874-4719,"8285 Maple Ave, Orlando, FL 32801",Orlando,FL,32801,United States
C-1501,Sophia Moore,1988-04-07,BLOCKED,sophia.moore@yahoo.com,695-302-9428,"4436 Maple Ave, Detroit, MI 48226",Detroit,MI,48226,United States
C-1502,Noah Martin,2001-03-08,VERIFIED,NoAH.mArtIN6869@IcLouD.COm,759-611-4736,"3254 Park Ln, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1503,Alexander Jackson,1986-02-21,VERIFIED,alexander.jackson@icloud.com,+1 915 493 8550,"9405 Maple Ave, San Diego, CA 92101",San Diego,CA,92101,United States
C-1504,Noah Jackson,10/28/1970,PENDING,noah.jackson@outlook.com,(493) 903-5019,"3658 Oak Rd, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1505,Alexander Hernandez,05/10/1977,VERIFIED,alexander.hernandez4969@yahoo.com,3963133699,"3823 maiN st, JaCKsoNvIlLE, FL 32202",Jacksonville,FL,32202,United States
C-1506,Evelyn Gonzalez,1970-05-13,PENDING,evelyn.gonzalez@yahoo.com,356-528-4596,"5395 Main St, Los Angeles, CA 90012",Los Angeles,CA,90012,United States
C-1507,Liam Moore,1995-12-22,VERIFIED,liam.moore5661@hotmail.com,528-489-8466,"3025 Sunset Dr, Austin, TX 78701",Austin,TX,78701,United States
C-1508,Mia Brown,1955-03-24,VERIFIED,mia.brown@icloud.com,511-940-3229,"7269 Elm St, Denver, CO 80202",Denver,CO,80202,United States
C-1509,Benjamin Rodriguez,1968-07-26,VERIFIED,benjamin.rodriguez@outlook.com,(546) 412-9000,"775 Park Ln, Charlotte, NC 28202",Charlotte,NC,28202,United States
C-1510,Henry Williams,12/20/1972,VERIFIED,henry.williams2766@gmail.com,272-891-9139,"6592 Main St, Orlando, FL 32801",Orlando,FL,32801,United States
C-1511,Oliver Lopez,07/07/1979,VERIFIED,OLIVer.lOPEz@GMail.COm,8077137700,"3677 Cedar Blvd, Tampa, FL 33602",Tampa,FL,33602,United States
C-1512,Emma Davis,1982-05-21,VERIFIED,emma.davis6817@gmail.com,273-764-4988,"4191 Oak Rd, Miami, FL 33131",Miami,FL,33131,United States
C-1513,Ava Wilson,1992-11-02,VERIFIED,AvA.wilSOn9660@ICLOUD.CoM,+1 457 523 2843,"  6270 Sunset Dr, Cleveland, OH 44114 ",Cleveland,OH,44114,United States
C-1514,Mia Smith,2005-08-15,PENDING,mia.smith@hotmail.com,(835) 646-7987,"524 eLM sT, phiLAdelPhiA, PA 19106",Philadelphia,PA,19106,United States
C-1515,Elijah Smith,1958-09-26,PENDING,elijah.smith@outlook.com,+1 231 405 9932,"5047 Washington Ave, Denver, CO 80202",Denver,CO,80202,United States
C-1516,Ava Moore,1991-01-26,  VERIFIED  ,ava.moore@gmail.com,4042925073,"8897 Oak Rd, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1517,James Hernandez,07/14/1978,PENDING,james.hernandez4475@outlook.com,+1 437 853 6361,"  6631 Pine St, Denver, CO 80202 ",Denver,CO,80202,United States
C-1518,Benjamin Anderson,06/06/1956,PENDING,benjamin.anderson8710@icloud.com,(865) 580-4907,"597 Cedar Blvd, Chicago, IL 60604",Chicago,IL,60604,United States
C-1519,Ava Johnson,1991-05-05,VERIFIED,ava.johnson@outlook.com,889-862-3382,"27 Main St, Columbus, OH 43215",Columbus,OH,43215,United States
C-1520,Ava Williams,12/08/1981,VERIFIED,avA.williAMS@iCLOUd.cOM,(374) 272-9983,"9508 Elm St, Austin, TX 78701",Austin,TX,78701,United States
C-1521,William Davis,11/06/1983,VERIFIED,william.davis445@outlook.com,+1 738 415 6533,"729 Elm St, Philadelphia, PA 19106",Philadelphia,PA,19106,United States
C-1522,Isabella Johnson,06/19/1956,VERIFIED,isabella.johnson2567@gmail.com,(253) 752-7670,"978 Maple Ave, Minneapolis, MN 55415",Minneapolis,MN,55415,United States
C-1523,Alexander Lopez,01/02/1977,VERIFIED,alexander.lopez3655@icloud.com,951-712-6165,"583 Oak Rd, Cincinnati, OH 45202",Cincinnati,OH,45202,United States
C-1524,Amelia Davis,2004-02-11,BlOcKeD,amelia.davis2327@yahoo.com,2214906964,"6853 Cedar Blvd, Denver, CO 80202",Denver,CO,80202,United States
C-1525,Lucas Miller,09/13/1959,BLOCKED,lucas.miller@icloud.com,5969644746,"9420 Broadway, Philadelphia, PA 19106",Philadelphia,PA,19106,United States
C-1526,Emma Jackson,03/14/1966,VERIFIED,emma.jackson@yahoo.com,+1 403 844 6808,"  7477 Park Ln, Austin, TX 78701 ",Austin,TX,78701,United States
C-1527, Henry Martin ,1967-09-08,VERIFIED,henry.martin@hotmail.com,9726849793,"2260 Pine St, San Antonio, TX 78205",San Antonio,TX,78205,United States
C-1528,Lucas Martin,1965-04-08,VERIFIED,lucas.martin@icloud.com,2413947803,"3586 Main St, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1529,Isabella Wilson,05/24/1978,PENDING,isabella.wilson@yahoo.com,2505138088,"2200 Oak Rd, Philadelphia, PA 19106",Philadelphia,PA,19106,United States
C-1530,Olivia Williams,1965-04-09,VERIFIED,olivia.williams@hotmail.com, +1 888 611 2925  ,"8327 Pine St, Austin, TX 78701",Austin,TX,78701,United States
C-1531,Mia Davis,  04/16/1974  ,VERIFIED,mia.davis8015@icloud.com,775-260-6088,"3302 Sunset Dr, San Antonio, TX 78205",San Antonio,TX,78205,United States
C-1532,Benjamin Williams,02/26/1994,VERIFIED,BeNjAmin.williAMS3065@GmAIL.cOm,3322973438,"5979 Sunset Dr, San Francisco, CA 94103",San Francisco,CA,94103,United States
C-1533,James Thomas,06/22/1986,VERIFIED,james.thomas@outlook.com,6247105051,"2999 Elm St, San Francisco, CA 94103",San Francisco,CA,94103,United States
C-1534,Isabella Hernandez,1997-02-19,VERIFIED,isabella.hernandez5988@hotmail.com,8494869355,"3651 Washington Ave, Denver, CO 80202",Denver,CO,80202,United States
C-1535, Sophia Gonzalez  ,02/05/1972,veRIFIed,sophia.gonzalez@outlook.com,(387) 890-2376,"7449 Park Ln, Charlotte, NC 28202",Charlotte,NC,28202,United States
C-1536,Elijah Miller,1961-07-18,VERIFIED,elijah.miller@outlook.com,8439883625,"9978 Broadway, Minneapolis, MN 55415",Minneapolis,MN,55415,United States
C-1537,Amelia Anderson,1984-08-11,VERIFIED,amelia.anderson@outlook.com,2009446433,"4125 Cedar Blvd, San Diego, CA 92101",San Diego,CA,92101,United States
C-1538,William Garcia,2004-01-27,VERIFIED,wILLIAm.gARcia@OUtlOoK.coM,4555744401,"3839 Washington Ave, Pittsburgh, PA 15222",Pittsburgh,PA,15222,United States
C-1539,Charlotte Taylor,06/24/2002,VERIFIED,charlotte.taylor@hotmail.com,+1 524 721 2128,"9361 Elm St, Detroit, MI 48226",Detroit,MI,48226,United States
C-1540,Charlotte Thomas,06/22/1989,PENDING,charlotte.thomas@hotmail.com,8652022807,"8528 Main St, Jacksonville, FL 32202",Jacksonville,FL,32202,United States
C-1541,Olivia Lopez,1996-04-13,VERIFIED,olivia.lopez@hotmail.com,5763549252,"5877 Cedar Blvd, Atlanta, GA 30303",Atlanta,GA,30303,United States
C-1542,Alexander Taylor,2004-11-13,VERIFIED,alexander.taylor6037@yahoo.com,3789146703,"6457 Park Ln, Seattle, WA 98104",Seattle,WA,98104,United States
C-1543,Mia Gonzalez,1975-09-30,PENDING,mia.gonzalez@hotmail.com,(419) 664-8987,"2009 Maple Ave, Boston, MA 02108",Boston,MA,02108,United States
C-1544,Liam Jones,1972-06-25,VERIFIED,liam.jones@gmail.com,9155917788,"1241 sunSeT dr, cLeVeLAND, oH 44114",Cleveland,OH,44114,United States
C-1545,Isabella Anderson,1990-10-23,VERIFIED,isabella.anderson@outlook.com,(732) 452-1028,"9646 BroADWAy, DEnVER, Co 80202",Denver,CO,80202,United States
C-1546,  William Johnson ,09/23/1998,PENDING,william.johnson@hotmail.com,(337) 572-7205,"9736 Broadway, Philadelphia, PA 19106",Philadelphia,PA,19106,United States
C-1547,Benjamin Davis,1968-04-11,PENDING,benjamin.davis6437@hotmail.com,(756) 842-2563,"6295 Park Ln, San Francisco, CA 94103",San Francisco,CA,94103,United States
C-1548,Mia Jones,04/27/1986,VERIFIED,mia.jones@gmail.com,+1 385 463 3995,"9121 Broadway, Seattle, WA 98104",Seattle,WA,98104,United States
C-1549,  Olivia Rodriguez ,2004-07-27,VERIFIED,olivia.rodriguez@hotmail.com,+1 330 858 9166,"1653 Maple Ave, Philadelphia, PA 19106",Philadelphia,PA,19106,United States
C-1550,Noah Johnson,1992-08-17,VERIFIED,noah.johnson@yahoo.com,635-526-8703,"520 Cedar Blvd, Los Angeles, CA 90012",Los Angeles,CA,90012,United States
C-1551,William Lopez,2002-11-04,VERIFIED,william.lopez@hotmail.com,354-690-5925,"775 Maple Ave, St. Petersburg, FL 33701",St. Petersburg,FL,33701,United States
C-1552,Noah Martinez,08/07/1986,VERIFIED,noah.martinez8749@icloud.com,(599) 733-3969,"2203 Maple Ave, San Diego, CA 92101",San Diego,CA,92101,United States
C-1553,Ava Jackson,07/11/1997,VERIFIED,ava.jackson@hotmail.com,+1 246 575 2623,"3917 Elm St, Houston, TX 77002",Houston,TX,77002,United States
C-1554,Sophia Lopez,1994-02-20,VERIFIED,sophia.lopez@outlook.com, 8198587262  ,"805 2nd Ave, Dallas, TX 75201",Dallas,TX,75201,United States
C-1555,Henry Gonzalez,1973-03-19,PENDING,henry.gonzalez1037@gmail.com,(767) 705-8674,"3011 Main St, San Jose, CA 95113",San Jose,CA,95113,United States
C-1556,Harper Jones,10/24/1993,VERIFIED,harper.jones@hotmail.com,394-716-7870,"5163 Oak Rd, Portland, OR 97204",Portland,OR,97204,United States
C-1557,Evelyn Anderson, 1966-09-26 ,VERIFIED,evelyn.anderson@outlook.com,+1 530 478 3967,"5315 2nd Ave, San Antonio, TX 78205",San Antonio,TX,78205,United States
C-1558,Amelia Anderson,1971-03-20,VERIFIED,amelia.anderson@gmail.com,9614371846,"6354 2nd Ave, New York, NY 10036",New York,NY,10036,United States
C-1559, Isabella Martinez ,1979-02-08,VERIFIED,isabella.martinez4884@yahoo.com,+1 730 417 6174,"9131 Main St, Columbus, OH 43215",Columbus,OH,43215,United States
C-1560, Liam Jackson ,11/26/1977,VERIFIED,liam.jackson@icloud.com,+1 713 280 2330,"6535 Cedar Blvd, Charlotte, NC 28202",Charlotte,NC,28202,United States
C-1561,Mia Anderson,05/07/2009,VERIFIED,mia.anderson@outlook.com,(403) 258-2119,"2298 Oak Rd, St. Petersburg, FL 33701",St. Petersburg,FL,33701,United States
C-1562,Lucas Johnson,1985-09-04,VERIFIED,lucas.johnson@outlook.com,+1 813 909 7270,"6753 Washington Ave, Detroit, MI 48226",Detroit,MI,48226,United States
C-1563,Mia Brown,05/16/1970,VERIFIED,mia.brown@icloud.com,5308619460,"2864 Elm St, San Francisco, CA 94103",San Francisco,CA,94103,United States
C-1564,Olivia Williams,1995-03-11,VERIFIED,olivia.williams@outlook.com,+1 212 744 8092,"9706 Broadway, San Francisco, CA 94103",San Francisco,CA,94103,United States
